,shop,phone,location,1st,2nd
3095,사이버정보통신,051-852-8910,부산 부산진구 양정제2동 406-4번지 백조상가동103-1호,5.0,1.0
3096,블루25,051-583-9367,부산 금정구 남산동 332-4,,3.0
3097,한아름문구사,051-524-3579,부산 금정구 122-5,,3.0
3098,씨유CU부산대학역점,051-516-8530,"부산 금정구 부곡제2동 298-19 1층, CU",,2.0
3099,중앙토탈대리점,051-518-5124,부산 금정구 구서제2동 653-20번지 1층,2.0,1.0
3100,범일서적,051-632-2672,부산 동구 범일제2동 640-5번지 1층복권방,1.0,3.0
3101,셀프카메라,051-897-2778,부산 부산진구 개금제3동 472-23번지,5.0,38.0
3102,그린파크,051-819-4567,부산 부산진구 부전제1동 266-7,,2.0
3103,문화전자로또판매점,051-805-5535,부산 부산진구 부전제1동 50,,1.0
3104,하나열쇠,051-627-4088,부산 남구 용호제2동 495-1번지,2.0,16.0
3105,감만정보통신,051-645-9573,부산 남구 감만제1동 138-21번지,1.0,1.0
3106,팬레코드,051-628-3848,부산 남구 대연제5동 329-18번지,1.0,6.0
3107,부산쌀상회,051-631-1659,부산 남구 우암동 184-351번지,,2.0
3108,서울유통,,부산 남구 감만제2동 33-53,,2.0
3109,행운플러스,051-316-2541,부산 사상구 감전동 105-5번지 1층복권방,1.0,2.0
3110,수복슈퍼,051-311-9390,부산 사상구 괘법동 526-12 1층,1.0,7.0
3111,올라운드투어,051-246-3713,부산 서구 동대신제1동 99-2번지 로또슈퍼센타,,1.0
3112,복권천국,051-731-5756,부산 해운대구 우동 550-6번지,,4.0
3113,큰별(픽미픽미),,부산 사하구 당리동 317-1,,3.0
3114,로또복권,051-208-1245,부산 사하구 괴정제4동 1134-9번지 1층복권방,,6.0
3115,시민은 대박마당,051-208-7026,부산 사하구 괴정제2동 319-4번지 1층복권방,,4.0
3116,월드사진관,051-261-7597,부산 사하구 다대제1동 944-22번지,2.0,2.0
3117,케이(k)복권방,,부산 사하구 신평제1동 161-175,,3.0
3118,복권방,,부산 사하구 괴정제4동 1119-3,,7.0
3119,공항상회로또판매점,051-971-2453,부산 강서구 대저1동 3683-4,,5.0
3120,엄지척닷컴개인미니편의점,051-312-2951,부산 사상구 학장동 612-1,,1.0
3121,호선상회,051-293-8434,부산 사하구 당리동 331-55,,
3122,노다지복권방,051-809-0738,부산 부산진구 전포제2동 588-6번지,,6.0
3123,복권나라,051-469-7229,부산 중구 중앙동 9-2번지,,5.0
3124,천하명당복권방(행운을주는사람들),051-326-9492,부산 사상구 괘법동 563-16번지,1.0,8.0
3125,복권천국,051-257-8821,부산 서구 부민동2가 10-8번지,,2.0
3126,화신상사,051-556-5531,부산 동래구 명륜동 502-5번지,,7.0
3127,대진슈퍼,051-704-7785,부산 해운대구 송정동 158-5번지,,2.0
3128,비치슈퍼,051-626-8843,부산 수영구 남천동 148-5번지 비치B상가지하 110호,,2.0
3129,금성상회,051-555-9998,부산 동래구 온천제2동 782-21,1.0,8.0
3130,과정미니슈퍼,051-758-9985,부산 연제구 연산제9동 399-12번지,1.0,7.0
3131,남경슈퍼,051-868-1408,부산 연제구 연산제3동 1833-8번지,2.0,1.0
3132,애니타임,051-528-5540,부산 금정구 서제3동 204-13번지,,2.0
3133,폰 케이스(화명),051-331-8848,부산 북구 화명제3동 2315-1,,2.0
3134,국세청앞센타,051-467-4993,부산 동구 수정동 247-7번지 세무서옆가판,2.0,2.0
3135,청솔서점,051-202-6338,부산 사하구 신평제2동 589-5번지,1.0,9.0
3136,동일통신,051-528-7207,부산 해운대구 반여제1동 1361-2번지,2.0,2.0
3137,내가본사진관광상품,051-462-1006,부산 동구 초량제1동 575-1번지 2통3반,,3.0
3138,행운복권,051-623-2900,부산 남구 대연제4동 949-8번지,2.0,2.0
3139,제일복권,051-243-7756,부산 서구 남부민동 643번지 충무쇼핑1층,,1.0
3140,대박복권방,051-515-1845,부산 금정구 부곡제3동 59-1,,1.0
3141,하늘아래명당,,부산 남구 용호제1동 179-4 상가동 103호,1.0,4.0
3142,로또복권,051-631-5528,부산 동구 범일동 830-200번지 한양아파트3동상가1층 세븐일레븐,1.0,3.0
3143,희망복권방,051-521-2260,부산 동래구 명장제1동 59-5번지,,7.0
3144,로또복권방,051-507-9929,부산 동래구 안락제1동 423-2,1.0,2.0
3145,민경사,051-805-0412,부산 부산진구 부전제1동 396-3번지,,1.0
3146,동명로또,051-314-7943,부산 사상구 감전동 380-1,1.0,6.0
3147,행운로또,,부산 수영구 남천동 255 6호,,4.0
3148,씨유(CU)연산오렌지점,051-852-0037,부산 연제구 연산동 729-1번지 CU편의점,1.0,8.0
3149,훼밀리복권,051-512-0117,"부산 금정구 부곡제3동 225-55 1층, 복권방",2.0,8.0
3150,하나로복권방,051-337-0907,부산 북구 금곡동 1874-3번지,,
3151,조은생각,,부산 사상구 괘법동 263-7,1.0,2.0
3152,동해마트,051-501-8285,부산 동래구 사직제2동 42-8번지 애니타임 내,,6.0
3153,돈벼락맞는곳,051-723-0244,부산 기장군 기장읍 동부리 274-17번지,1.0,5.0
3154,복권방,051-893-7523,부산 부산진구 당감제4동 738-3번지 202호,2.0,4.0
3155,스위트초이스(엄궁점),070-8243-0471,부산 사상구 엄궁동 464-1번지,1.0,1.0
3156,오렌지데이연산점,051-866-9581,부산 연제구 연산제5동 1141-8번지,,5.0
3157,경동플러스,051-701-0320,부산 해운대구 좌제2동 1317번지 경동G-PLUS아파트상가103,3.0,3.0
3158,에브리데이모덕점,051-303-0979,부산 사상구 모라동 708-10번지 G마트,,2.0
3159,헬로로또,,부산 부산진구 개금제1동 554-156,,1.0
3160,삼한로또복권,,부산 부산진구 부전제1동 383,,
3161,티앤에이,051-807-2223,부산 부산진구 개금제3동 258-1,,1.0
3162,가나다자동차용품,051-722-3400,부산 기장군 기장읍 교리 344-9번지,,2.0
3163,대박로또,,부산 부산진구 가야제2동 635-2,,
3164,황금코끼리로또점 설렘,,부산 북구 만덕제2동 318,,2.0
3165,엑스트라(우주점),051-304-6111,부산 사상구 모라제3동 552 가상가106호,2.0,2.0
3166,편의점사랑,051-634-4097,부산 부산진구 범천제1동 845-31,,
3167,행운로또,051-311-8046,부산 사상구 모라동 508-2 1층세븐일레븐,,5.0
3168,플러스할인마트,051-464-4112,부산 중구 중앙동 26-3 중앙 지하철역 임시상가 3호,,2.0
3169,제이지컴퍼니(JGC),070-7551-6615,부산 부산진구 양정동 271-1 1층,1.0,1.0
3170,무지개상점,,부산 해운대구 좌제1동 879,,
3171,황금로또,051-314-7745,부산 사상구 학장동 173-16 상가동 108호,,
3172,로또명당,,부산 동구 범일제2동 321-46,,
3173,당첨로또,051-638-7782,부산 동구 범일제2동 626-2 1층,,
3174,신성사,,부산 사상구 감전동 121-41,,
3175,여의주로또,,부산 부산진구 범천제2동 1154-4 복권판매점,,
3176,대박로또,051-621-0339,부산 남구 대연제1동 1727-11 1층 101호,,2.0
3177,명지복권방,051-271-7515,부산 강서구 명지동 3239-11번지 103호,,6.0
3178,대박로또복권방,051-518-5579,부산 부산진구 연지동 165-8번지,,
3179,대박로또,051-302-9283,부산 사상구 덕포제2동 394-10,,
3180,장림나눔로또복권,051-000-0000,부산 사하구 장림제1동 198-8 1층,,2.0
3181,범일 자유시장 로또,,부산 동구 범일동 830-24 1층 1054호,,
3182,로또1번지,,부산 동래구 온천제1동 40-13,,
3183,희망행복권방,,부산 해운대구 재송제2동 1145-32,,5.0
3184,씨스페이스(죽림점),070-4101-7310,부산 강서구 죽림동 590번지,,3.0
3185,씨스페이스(구서제일점),051-997-4786,부산 금정구 구서동 471,,2.0
3186,CU(동래오렌지점),051-552-1655,부산 동래구 명륜동 401-3번지 1층,,
3187,CU(구남역점),051-331-1444,부산 북구 구포제2동 1087-1번지,,2.0
3188,씨스페이스(서구대신점),051-243-2749,부산 서구 동대신동3가 125-4 씨스페이스 서구대신점,,1.0
3189,GS25(서대신점),051-245-5090,부산 서구 서대신동3가 271-2,1.0,1.0
3190,GS25(서면유성점),051-645-8195,부산 부산진구 범천동 858-64 GS25서면 유성점,,
3191,행운상회,051-342-2061,부산 북구 화명동 962-4 103호,,
3192,에이마트 로또판매점,051-205-9553,부산 강서구 명지동 3357-2 110호,,2.0
3193,예감로또,,부산 동구 초량제1동 1206-1 부산역지하도상가 가-40호,,
3194,복커피,,부산 사하구 하단제1동 605-31 점포동 2호,,1.0
3195,복권의 달인,051-343-2990,부산 북구 덕천동 380-1 부산 북구 의성로 97,,
3196,대박로또,,부산 수영구 광안제4동 744-15,,1.0
3197,뉴빅마트,,부산 기장군 정관읍 매학리 748-5 106호,8.0,27.0
3198,로또복권판매,051-853-5150,부산 연제구 연산제5동 1124-1,,1.0
3199,황금로또,051-463-0828,부산 동구 초량제3동 134-20,,
3200,럭키,,부산 북구 구포제3동 1249-1,1.0,
3201,로또의 신,,부산 사상구 주례동 43-28,,1.0
3202,팡팡로또점,051-000-0000,부산 남구 용호제1동 83-5 1층,,
3203,세븐일레븐 부산명륜KT점,051-501-2247,부산 동래구 명륜동 465-2,,
3204,행운편의점,,부산 기장군 정관읍 용수리 613-3,,2.0
3205,다인로또,051-753-8293,부산 기장군 정관읍 예림리 846-3,1.0,
3206,복권명당대동점,051-625-8255,부산 남구 황령대로319번 가길 190-6 상가동201호(1층),,
3207,복권방(로또),,부산 북구 만덕제3동 763-7,,
3208,천지개벽,,부산 금정구 서제1동 302-1250 1층 복권방,,
3209,거제로또판매점,,"부산 연제구 거제제3동 486-1 112호,120호",,
3210,황금멧돼지,,부산 부산진구 양정제2동 310-12 1층 복권방,,
3211,인생꽃길,,부산 부산진구 초읍동 260-48 1층 복권방,,
3212,모라행운로또,,부산 사상구 모라동 1357 상가 2동 102호,,
3213,황금로또,,부산 해운대구 반여제1동 1215-30,,
3214,행운복권,,부산 북구 구포제1동 625-5,,
3215,로또방소망슈퍼,,부산 영도구 동삼제2동 983-9 1층,,
3216,황금돼지로또,,부산 수영구 남천제2동 6-17,,
3217,부엉이,,부산 중구 중앙동 47-1 1층,,
3218,대사리 로또,,부산 강서구 강동동 109-10 1층,,
3219,시장복권방,,부산 부산진구 부전제2동 256-6 부전동.서면사장상가 아동18호,,
3220,행운로또,,부산 사하구 다대제2동 48 603호,,
3221,하삼동커피 남산점,,부산 금정구 남산동 482-12 1층,,
3222,GS25(화원유천점),053-642-2425,대구 달성군 화원읍 구라리 1735-13번지,,1.0
3223,GS25(칠곡미래점),053-325-3606,대구 북구 국우동 1100-8,1.0,5.0
3224,GS25(동천화성점),053-321-7978,대구 북구 동천동 933-3번지,1.0,7.0
3225,GS25(내당점),053-566-0974,대구 서구 내당동 11-8,,
3226,GS25(포정점),053-425-3255,대구 중구 포정동 9-5번지,,6.0
3227,CU(수성팔레스점),053-745-8876,대구 수성구 수성동4가 1090-1번지,,2.0
3228,CU(알리앙스점),053-566-0390,대구 달서구 감삼동 146-31번지,1.0,
3229,CU(신당조광점),053-588-3344,대구 달서구 신당동 1695-14번지,,2.0
3230,CU(참미소점),053-573-9559,대구 달서구 감삼동 170-7번지,,4.0
3231,CU(반고개점),053-621-3174,대구 달서구 두류1.2동 864-7 CU반고개점,,1.0
3232,CU(남대구ＩＣ점),053-521-0103,대구 달서구 본리동 659-2번지,,4.0
3233,CU(본리점),053-562-2468,대구 달서구 본리동 379-2,1.0,1.0
3234,CU(동인동3가점),053-253-0635,대구 중구 동인동3가 192-71,,
3235,CU(경대대학로),053-951-1373,대구 북구 산격동 1289-33번지,,3.0
3236,CU(입석강변점),053-985-8254,대구 동구 입석동 933-2번지,2.0,3.0
3237,CU(팔공보성점),053-986-2427,대구 동구 지묘동 330-2번지,,5.0
3238,GS25(중앙제일점),053-421-7664,대구 중구 동성로3가 7-7번지,,4.0
3239,CU(삼덕보성점),053-427-2954,대구 중구 삼덕동3가 358-5 1층 CU삼덕보성점,1.0,
3240,GS25(중구센타점),053-427-6333,대구 중구 공평동 57-3번지,,4.0
3241,GS25(대명점),053-654-4983,대구 남구 대명동 1591-20,,2.0
3242,CU(무지개점),053-356-4233,대구 북구 침산동 372-3번지 동아무지개상가,,1.0
3243,GS25(칠곡구안점),053-314-8809,대구 북구 읍내동 1341-4번지,1.0,1.0
3244,GS25(진천청구점),053-631-7643,대구 달서구 진천동 490번지 GS25진천청구점,,
3245,CU(대명청구점),053-656-6760,대구 남구 대명동 1792-1번지,,2.0
3246,씨스페이스(신서혁신점),053-965-8065,대구 동구 각산동 1033-3번지,1.0,3.0
3247,CU(서대구공단점),053-573-4566,대구 서구 이현동 45-235번지 대한동아무지개,,
3248,씨스페이스(만촌희망점),053-744-1608,대구 수성구 만촌동 1327-14 씨스페이스 만촌희망점,1.0,2.0
3249,GS25(평리이현점),053-568-9315,대구 서구 평리동 574-4,,2.0
3250,GS25(수성시지점),053-795-6014,대구 수성구 신매동 567-4번지,,3.0
3251,씨스페이스(범물청구점),053-783-8759,대구 수성구 범물동 1277-11번지,2.0,7.0
3252,씨스페이스(상인점),053-641-4000,대구 달서구 상인동 1552-4번지,1.0,5.0
3253,GS25(대구교대점),053-472-7702,대구 남구 대명동 2007-6 GS25 대구교대점,4.0,4.0
3254,GS25(성서공단점),053-551-0264,대구 달서구 이곡2동 264-7,,8.0
3255,GS25(성서이곡점),053-588-1316,대구 달서구 이곡동 1231-5,,3.0
3256,로또대박점,053-752-4348,대구 동구 신천동 273-6번지,,2.0
3257,복권이야기,053-524-8000,대구 동구 신서동 1148-3,1.0,5.0
3258,로또복권,053-985-5817,대구 동구 입석동 1006-19번지,2.0,7.0
3259,로또,053-953-0335,대구 동구 효목동 69-2번지,,4.0
3260,금영미디어,,대구 남구 대명동 1807-15,,
3261,로또복권효성점,053-474-8358,대구 남구 봉덕동 1067-180번지,,6.0
3262,플러스로또,053-632-3414,대구 달서구 상인동 1420-2번지,1.0,2.0
3263,로또패밀리,053-591-2328,대구 달서구 신당동 1743번지 이마트24내,,2.0
3264,쿨마트영남네오빌점,070-7656-7943,대구 달서구 장기동 551번지 영남네오빌비스타상가201동101호,1.0,4.0
3265,코사마트그린점,053-625-8004,대구 달서구 송현동 1922-22번지,,3.0
3266,로또복권(대천점),053-636-8465,대구 달서구 대천동 497-2번지 월배데시앙상가 101호,,4.0
3267,성서제일복권,053-591-1645,대구 달서구 장기동 150-1번지 1층,1.0,1.0
3268,로또세븐죽전점,053-563-1590,대구 달서구 죽전동 269-8번지세븐일레븐편의점 내,1.0,3.0
3269,로또복권죽전점,053-561-4536,대구 달서구 죽전동 379-16번지,,1.0
3270,복권명당(영남점),053-636-2450,대구 달서구 진천동 242-10번지,1.0,6.0
3271,세븐일레븐 현풍대로점,053-617-7997,대구 달성군 현풍읍 원교리 161 대구 달성군 현풍면 비슬로 581 세븐일레븐현풍대로점,2.0,9.0
3272,논공24시복권방,053-615-1757,대구 달성군 논공읍 북리 833-99 GS25편의점내,,7.0
3273,화성로또,053-633-0577,대구 달성군 화원읍 성산리 220-1번지 명곡미래빌5단지106호,,1.0
3274,화원로또방,053-635-3652,대구 달성군 화원읍 천내리 53-12 1층 복권방,,2.0
3275,드림마트복권,053-522-0991,대구 서구 비산동 1717-2번지,,3.0
3276,로또복권명당,053-551-5656,대구 서구 중리동 33-1 1층 cu편의점,,2.0
3277,썬빌리지서구청점,053-567-3833,대구 서구 평리동 1335-6번지,,3.0
3278,위천청과마트(로또복권),053-558-9562,대구 서구 평리동 1363-4 위천청과마트,,
3279,황금대박점,,대구 수성구 지산동 1161-32 1층 복권판매점,,8.0
3280,라온로또,053-795-6450,대구 수성구 매호동 1343-8번지,1.0,4.0
3281,복권세상,053-292-1877,대구 수성구 범물동 1292-4번지,,3.0
3282,봄동로또,053-781-4983,대구 수성구 범물2동 455-3번지,1.0,
3283,로또복권 수성유원지점,053-764-7644,대구 수성구 상동 714 편의점_CU 수성유원지점,2.0,1.0
3284,로또복권,053-766-1429,대구 수성구 범어동 774-84번지,1.0,
3285,로또복권,053-764-0097,대구 수성구 상동 180-7번지,,
3286,로또복권,053-756-7027,대구 수성구 수성동1가 89-5 편의점_CU 수성타운점,,3.0
3287,로또복권,053-744-6501,대구 수성구 범어4동 249-4번지,,1.0
3288,대로로또판매점,053-765-4844,대구 수성구 두산동 207-5 1층 편의점_세븐일레븐,,5.0
3289,지에스25 신매태왕점로또,053-745-6725,대구 수성구 신매동 88-2 편의점_GS25,,3.0
3290,파동로또,053-766-4324,대구 수성구 파동 517-1 1층 파동 복권판매점,,2.0
3291,대박로또,053-473-0935,대구 남구 632-16 대구 남구 봉덕동 632-16 이마트24,1.0,
3292,로또복권,053-295-3438,대구 달성군 현풍읍 중리 320-3번지 세븐일레븐 내,,1.0
3293,복권명당,053-634-6586,대구 달성군 화원읍 명곡리 105-1,,
3294,드림로또,053-314-8181,대구 북구 구암동 815-14번지,3.0,10.0
3295,복권천국,053-324-6826,대구 북구 관음동 1249-4,,3.0
3296,로또복권,053-326-7491,대구 북구 구암동 765-2,2.0,4.0
3297,행운복권방,053-586-4543,대구 북구 학정동 976,,1.0
3298,상호없음,053-383-5917,대구 북구 산격동 179-4번지,,
3299,c&로또,053-957-0747,대구 북구 복현동 400-3번지,,
3300,행운복권,,대구 북구 노원동3가 366-3,,
3301,훼미리마트노원영성점,053-355-0061,대구 북구 노원동3가 58-46번지,1.0,3.0
3302,로또매니아(북부점),053-357-6444,대구 서구 비산동 1856-3번지,,
3303,패밀리마트만촌점(로또판매점),053-746-0234,대구 수성구 만촌동 1463-1번지,,3.0
3304,행운마트,053-746-5999,대구 수성구 만촌동 1009-41번지,,1.0
3305,로또복권 금성인삼사,053-255-2840,대구 중구 동성로3가 49번지,,
3306,로또나라,053-652-1819,대구 남구 대명동 1651-16번지,1.0,2.0
3307,왕대박로또,053-581-9361,"대구 달서구 성당동 567-7 1층 9,10,11호",1.0,4.0
3308,일등복권편의점,053-522-6808,대구 달서구 본리동 2-16번지 1층,24.0,61.0
3309,하트로또,,대구 달서구 이곡1동 1000-127 대로변골목 10m,,5.0
3310,행운마트,053-567-0555,대구 달서구 감삼동 100-5번지,1.0,2.0
3311,로또복권Gateway25점,053-314-8545,대구 북구 팔달동 72-2번지,,1.0
3312,복권천국,053-955-9911,대구 북구 산격동 801-4번지,,6.0
3313,복권왕국,053-326-6450,대구 북구 읍내동 393번지,,2.0
3314,로또복권,053-953-0645,대구 북구 대현동 403-1번지,,6.0
3315,복권명당,053-525-0354,대구 서구 비산동 151-28번지,1.0,7.0
3316,복권명당,053-354-7776,대구 서구 비산동 1382-2 만평네거리,,1.0
3317,복권나라,053-521-2864,대구 서구 중리동 1157번지,,2.0
3318,운수대통,053-358-6826,대구 서구 비산동 1240-16번지,,4.0
3319,코리아마트(비산점),,대구 서구 비산동 368-2번지,3.0,3.0
3320,로또명당,053-765-6450,대구 수성구 수성동1가 305-6번지,,4.0
3321,포에니복권,053-741-4055,대구 수성구 지산동 932 GS25 편의점 내,,
3322,복권명당,053-794-3505,대구 수성구 매호동 1040번지 동서1차아파트상가108-112호,1.0,3.0
3323,수성복권(미니마트),053-793-2690,대구 수성구 고산2동 253-3 1층 복권판매점,,2.0
3324,씨스페이드(수성점),053-762-0182,대구 수성구 중동 133-3,1.0,
3325,돈벼락맞는곳,053-425-7513,대구 중구 성내1동 185-45번지,,3.0
3326,로또명당,053-627-0645,대구 남구 대명동 2148-6번지,,4.0
3327,로또명당,053-471-0645,대구 남구 이천동 200-13,1.0,5.0
3328,복권천국,053-652-7123,대구 남구 대명동 207-3,1.0,2.0
3329,오케이할인마트,053-656-4168,대구 남구 대명동 332-6번지 훼미리25,,3.0
3330,대림서점,053-472-0508,대구 남구 봉덕동 1010-4 대림서점,1.0,2.0
3331,이솝비디오대여점,053-472-8065,대구 남구 이천동 639-8번지,,
3332,복을주는집,053-567-6308,대구 달서구 감삼동 106-3번지,2.0,2.0
3333,이마트편의점(달서송현),053-621-9424,대구 달서구 송현동 1949-36,1.0,1.0
3334,복권천국(성서점),053-583-4122,대구 달서구 이곡동 1000-266번지,,8.0
3335,emart24대구월배역점,053-634-5365,대구 달서구 진천동 117-19번지,,3.0
3336,LA24시편의점,053-581-8256,대구 달서구 호산동 293-2번지,1.0,6.0
3337,로또복권,053-965-8697,대구 동구 율하동 1154 1층 세븐일레븐,,2.0
3338,고향편의점복권방,053-313-1371,대구 북구 매천동 540-11번지,1.0,3.0
3339,LETS GO 25,053-941-8113,대구 북구 복현동 425-10번지,,
3340,동인마트,053-426-3683,대구 중구 동인동3가 271-142번지,1.0,4.0
3341,CU(경대정문점),053-958-0385,대구 북구 대현동 24-2번지,1.0,1.0
3342,미래로또,053-614-9674,대구 달성군 논공읍 북리 803-244번지,,
3343,로또명당,053-0000-0000,"대구 달서구 월성동 275-2 105-1호,건도파라다이스",,1.0
3344,칠곡슈퍼(평리점),053-565-4060,대구 서구 평리동 616-13번지,,
3345,로또상품권롯데대구점,053-257-9877,대구 중구 태평로1가 1-2 대구역 지하상가10호,,7.0
3346,명당복권,053-256-9463,대구 중구 서성로2가 22-7 1층 복권판매점,,
3347,복권천국,053-423-8497,대구 중구 대봉동 13-17번지,2.0,6.0
3348,원화복권샵,053-656-8899,대구 남구 대명동 2567-2 대구 남구 명덕로 74 1층,,2.0
3349,복권명당,053-651-2426,대구 남구 대명동 40-1 세븐일레븐대명센터점,,1.0
3350,리눅스텍,053-474-1118,대구 남구 봉덕동 477-3 대구 남구 봉덕로 9길 118,,
3351,플라워맨,053-744-9393,대구 수성구 범어동 548-8 편의점_emart 24,,1.0
3352,복권명당,053-742-4021,대구 수성구 수성동1가 217-4번지,2.0,4.0
3353,복권명당체인점,053-741-6824,대구 수성구 수성동4가 1186-69번지,,6.0
3354,월드복권,053-351-1418,대구 서구 이현동 35-18번지,1.0,
3355,행운로또,053-311-0175,대구 북구 태전2동 791-1 세븐일레븐,,1.0
3356,대박찬스,053-322-5820,대구 북구 읍내동 1379-14번지,,3.0
3357,복권세상,053-311-0750,대구 북구 태전동 584번지,1.0,5.0
3358,로또명당(북부점),053-357-9839,대구 서구 비산동 1367번지,,4.0
3359,행운복권,053-555-0065,대구 서구 내당2.3동 901-29 복권판매점,,5.0
3360,천하명당복권,053-311-0645,대구 북구 읍내동 771-3번지,5.0,23.0
3361,복권명당(서부점),053-628-6450,대구 달서구 송현동 195-2번지,8.0,42.0
3362,복권코리아,053-553-2086,대구 달서구 본동 1031번지,1.0,4.0
3363,복권백화점(대백.한라앞),053-587-3465,대구 달서구 이곡동 538-3번지,1.0,7.0
3364,복권명당,053-651-8648,대구 달서구 본동 821-2번지 1층7호,,1.0
3365,로또 태크노폴리스점,,대구 달성군 유가면 금리 1144-6 대구 달성군 유가면 금리 1144-6,,5.0
3366,복권명당,053-982-4957,대구 동구 불로동 1170번지,,3.0
3367,복권명당,053-964-5929,대구 동구 동호동 106-25번지,1.0,11.0
3368,복권명당율하점,053-965-7668,대구 동구 율하동 898-5번지,2.0,3.0
3369,복권명당,053-744-4656,대구 동구 신천4동 484-13,1.0,8.0
3370,복권명당,053-941-6547,대구 북구 산격동 1422-14번지,,
3371,복권명당,053-354-0645,대구 북구 침산동 1025-3 1층 덕산슈퍼 내,1.0,1.0
3372,천하명당복권,053-953-0212,대구 북구 산격동 1237-2번지,1.0,9.0
3373,복권명당,053-943-2006,대구 동구 효목동 173-2번지,2.0,5.0
3374,복권천국,053-957-8507,대구 동구 신암동 185-1번지,,3.0
3375,광명슈퍼,053-353-7359,대구 북구 고성동3가 72번지,,2.0
3376,코사마트금강점,053-565-8367,대구 달서구 용산동 950-5번지 1층 코사마트,1.0,12.0
3377,대한슈퍼,053-651-7607,대구 달서구 송현동 109-6,,3.0
3378,세븐로또(성당점),053-621-6266,대구 달서구 성당동 392-55,1.0,5.0
3379,이마트24대구안심점,053-963-0501,대구 동구 괴전동 165-4번지 이마트24,1.0,5.0
3380,해안25시,053-982-2006,대구 동구 방촌동 1010-53번지,,1.0
3381,짱25시,053-741-7949,대구 수성구 만촌동 1040-15번지,,12.0
3382,로또판매,053-563-1239,대구 서구 내당동 429-28번지,,3.0
3383,하나복권,053-324-8946,대구 북구 구암동 654-1번지 상가내 1층,,2.0
3384,로또명당,053-636-2222,대구 달서구 상인동 1574-4번지 GS칼텍스 주유소 1층,,4.0
3385,자유극장옆토큰판매소,053-426-0201,대구 중구 화전동 21-2번지,1.0,3.0
3386,복권토큰판매소,053-653-8455,대구 남구 대명동 332-16번지 토큰박스,1.0,2.0
3387,로또판매소(서부정류장),053-623-2342,대구 남구 대명동 1135-1번지 토큰박스,,3.0
3388,로또판매소,053-474-2809,대구 남구 봉덕동 1298-2번지 토큰박스,,2.0
3389,토큰박스(서문5지구),053-257-5063,대구 중구 대신동 115-46번지,2.0,14.0
3390,승차권판매소삼정그린코아,053-253-1874,대구 중구 남산동 665,,
3391,복권명당행운점,053-784-7339,대구 중구 대봉동 758 상가 11동 106호 cu편의점,,2.0
3392,토큰박스,053-257-1731,대구 중구 대신동 278-2번지,,2.0
3393,토큰박스,053-257-1731,대구 중구 대신동 278-2번지,,1.0
3394,토큰박스(동아쇼핑),053-256-7740,대구 중구 덕산동 53-3 현대백화점 앞 가판,,4.0
3395,국민은행대구지점앞토큰판매소,053-255-7030,대구 중구 남일동 138-3번지,,4.0
3396,중앙공원앞토큰박스,053-426-9056,대구 중구 공평동 15번지,,2.0
3397,승차권판매소,053-625-5589,대구 남구 대명동 2297-1번지 토큰박스,1.0,3.0
3398,승차권판매소,053-252-3984,대구 중구 수창동 136번지 앞도로,,1.0
3399,BUY BYE 로또,053-957-2431,대구 북구 대현동 350번지,,3.0
3400,대박로또,053-216-9194,대구 북구 고성동2가 112-3번지 고성아파트상가101동18호,1.0,5.0
3401,노다지복권방,053-325-4445,대구 북구 읍내동 944-2번지,,3.0
3402,로또복권,053-522-6366,대구 서구 내당동 468-4 CU편의점_대구두류역점,,1.0
3403,복권명당(반고개네거리),070-8264-0821,대구 서구 내당동 871-10번지,,1.0
3404,로또판매사업,053-783-0245,대구 수성구 지산동 1288번지,,1.0
3405,진주식육 로또복권가든점,053-476-6446,대구 남구 봉덕동 559-33번지,,2.0
3406,태수상사,053-637-1330,대구 달서구 상인1동 129-6 이마트24달서월배로점,,2.0
3407,로또송현,053-652-0888,대구 달서구 송현동 1930-35번지 썬빌리지편의점 내,1.0,1.0
3408,로또 씨유 성서점,053-522-3124,대구 달서구 이곡2동 1192 성서우방타운상가119동101호,,1.0
3409,로또복권방,053-637-5881,대구 달성군 화원읍 명곡리 165-9번지,,5.0
3410,훼미리팔공지묘점내로또복권판매점,053-986-7197,대구 동구 공산동 818-1번지,,6.0
3411,로또(칠곡구암시장점),053-321-0687,대구 북구 구암동 657-3번지,,4.0
3412,이마트24 북구사수점,053-322-9451,대구 북구 사수동 956번지 105호,,4.0
3413,코리아마트(청구점),,대구 서구 평리동 1406-8번지,,2.0
3414,안동슈퍼,053-252-4758,대구 중구 북성로1가 10-14,1.0,3.0
3415,복권명당,053-985-8860,대구 동구 입석동 930-66번지,,4.0
3416,복권명당(효동점),053-957-7834,대구 동구 효목동 89-14 동촌 강나루아파트 건너편,1.0,2.0
3417,토토복권,053-561-1298,대구 서구 비산동 286-6번지,,2.0
3418,복권방,053-583-0695,대구 달서구 용산동 421-2번지,,5.0
3419,성공마트,053-636-7284,대구 달서구 대곡동 9,1.0,3.0
3420,왕대박복권,053-591-0616,대구 달성군 다사읍 죽곡리 129-1번지,2.0,13.0
3421,토토닷컴,053-615-6051,대구 달성군 논공읍 북리 490-16 대구 달성군 논공읍 북리490-16,,1.0
3422,왕대박복권,053-615-2022,대구 달성군 옥포면 본리리 2414-3번지,2.0,2.0
3423,복권나라,053-615-9102,대구 달성군 논공읍 북리 833-152번지,2.0,2.0
